"ProductKey","ProductAlternateKey","ProductSubcategoryKey","WeightUnitMeasureCode","SizeUnitMeasureCode","EnglishProductName","SpanishProductName","FrenchProductName","StandardCost","FinishedGoodsFlag","Color","SafetyStockLevel","ReorderPoint","ListPrice","Size","SizeRange","Weight","DaysToManufacture","ProductLine","DealerPrice","Class","Style","ModelName","LargePhoto","EnglishDescription","FrenchDescription","ChineseDescription","ArabicDescription","HebrewDescription","ThaiDescription","GermanDescription","JapaneseDescription","TurkishDescription","StartDate","EndDate","Status"
"512","FR-M63S-42","12","LB ","CM ","ML Mountain Frame-W - Silver, 42","","","199.3757","True","Silver","500","375","364.0900","42","42-46 CM","2.81","1","M ","218.4540","M ","W ","ML Mountain Frame-W","System.Byte[]","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","Le cadre ML est un cadre en aluminium trait? ? chaud fabriqu? avec le m?me niveau de d?tail et de qualit? que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.","ML ???????????????????????? HL ?????????????????????","?? ???? ML ?? ???? ????? ?? ?????????? ?????? ??????? ????? ???? ?????? ????? ???? HL ????? ???. ??? ???? ????? ??????. ?????? ???????.","????? ?- ML ??? ????? ????????? ????? ???? ??????? ????? ????? ?????? ??? ?????? HL ????. ??? ????? ??????? ??????. ????? ??????.","???? ML ?????????????????????????????? ??????????????????????????????????? HL  ??????????????????????????  ????????????????????????","Der ML-Rahmen ist ein hitzebehandelter Aluminiumrahmen mit dem gleichen Zubeh?r und der gleichen Qualit?t wie unser HL-Rahmen. Er bietet h?chste Leistung. Version f?r Herren.","ML ??????HL ??????????????????????????? ?????????????????????????","HL kadroyla ayn? detaylara ve kaliteye sahip olan ML kadro tavlanm?? al?minyumdur. ?st?n performans sunar. Erkek modeli.","7/1/2013 12:00:00 AM","","Current"
"513","FR-M63S-46","12","LB ","CM ","ML Mountain Frame-W - Silver, 46","","","199.3757","True","Silver","500","375","364.0900","46","42-46 CM","2.85","1","M ","218.4540","M ","W ","ML Mountain Frame-W","System.Byte[]","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","Le cadre ML est un cadre en aluminium trait? ? chaud fabriqu? avec le m?me niveau de d?tail et de qualit? que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.","ML ???????????????????????? HL ?????????????????????","?? ???? ML ?? ???? ????? ?? ?????????? ?????? ??????? ????? ???? ?????? ????? ???? HL ????? ???. ??? ???? ????? ??????. ?????? ???????.","????? ?- ML ??? ????? ????????? ????? ???? ??????? ????? ????? ?????? ??? ?????? HL ????. ??? ????? ??????? ??????. ????? ??????.","???? ML ?????????????????????????????? ??????????????????????????????????? HL  ??????????????????????????  ????????????????????????","Der ML-Rahmen ist ein hitzebehandelter Aluminiumrahmen mit dem gleichen Zubeh?r und der gleichen Qualit?t wie unser HL-Rahmen. Er bietet h?chste Leistung. Version f?r Herren.","ML ??????HL ??????????????????????????? ?????????????????????????","HL kadroyla ayn? detaylara ve kaliteye sahip olan ML kadro tavlanm?? al?minyumdur. ?st?n performans sunar. Erkek modeli.","7/1/2013 12:00:00 AM","","Current"
"514","RB-9231","6","G  ","","Rear Brakes","Frenos traseros","Freins arri?re","47.2860","True","Silver","500","375","106.5000","","NA","317","1","","63.9000","","","Rear Brakes","System.Byte[]","","","","","","","","","","7/1/2013 12:00:00 AM","","Current"
"515","SE-M236","15","","","LL Mountain Seat/Saddle","","","12.0413","True","NA","500","375","27.1200","","NA","","1","M ","16.2720","L ","","LL Mountain Seat/Saddle 2","System.Byte[]","Synthetic leather. Features gel for increased comfort.","Cuir synth?tique. Confort am?lior? gr?ce au couvre-selle en gel.","????????????????","??? ?????. ????? ??? ???? ????????? ?????? ???? ?? ??????.","??? ???????. ??????? ??'? ?????? ??????.","??????????????  ?????????????????????????","Synthetisches Leder. Mit Gel f?r h?heren Komfort.","??????? ??????????????????????","Sentetik deri. Daha fazla i?in jel i?erir.","7/1/2013 12:00:00 AM","","Current"
"516","SE-M798","15","","","ML Mountain Seat/Saddle","","","17.3782","True","NA","500","375","39.1400","","NA","","1","M ","23.4840","M ","","ML Mountain Seat/Saddle 2","System.Byte[]","Designed to absorb shock.","Con?u pour absorber les chocs.","??????????","????? ??????? ???????.","????? ?????? ???????.","???????????????????????????????????","Konzipiert zur Sto?d?mpfung.","???????????","?ok emici olarak tasarland?.","7/1/2013 12:00:00 AM","","Current"
"517","SE-M940","15","","","HL Mountain Seat/Saddle","","","23.3722","True","NA","500","375","52.6400","","NA","","1","M ","31.5840","H ","","HL Mountain Seat/Saddle 2","System.Byte[]","Anatomic design for a full-day of riding in comfort. Durable leather.","Conception ergonomique pour randonn?e longue distance confortable. Cuir de qualit?.","?????????????????????????????","????? ?????? ?? ???? ?????? ??????? ?????? ????? ????? ???? ?????. ??? ???? ??????.","????? ?????? ?????? ???? ????? ?? ????. ??? ????.","??????????????????????? ???????????????????????????????????  ?????????????????","Anatomisches Design f?r komfortables Fahrvergn?gen den ganzen Tag. Widerstandsf?higes Leder.","1 ??????????????? ???????????????","T?m g?n konforlu s?r?? i?in anatomik tasar?m. Dayan?kl? deri.","7/1/2013 12:00:00 AM","","Current"
"518","SE-R581","15","","","LL Road Seat/Saddle","Sill?n/asiento de carretera GB","Selle de v?lo de route LL","12.0413","True","NA","500","375","27.1200","","NA","","1","R ","16.2720","L ","","LL Road Seat/Saddle 1","System.Byte[]","Lightweight foam-padded saddle.","Selle l?g?re avec renfort en mousse.","??????????","???? ???? ????? ?? ??? ????.","???? ??-???? ????? ????.","????????????????????????","Leichter Sattel mit Schaumstoff.","???? ????????????","Hafif k?p?k pedli sele.","7/1/2013 12:00:00 AM","","Current"
"519","SE-R908","15","","","ML Road Seat/Saddle","Sill?n/asiento de carretera GM","Selle de v?lo de route ML","17.3782","True","NA","500","375","39.1400","","NA","","1","T ","23.4840","M ","","ML Road Seat/Saddle 2","System.Byte[]","Rubber bumpers absorb bumps.","Amortisseurs en caoutchouc pour absorber les bosses.","???????????","????? ?????? ???? ???????.","????? ???? ??????? ?????.","????????????????????","Sto?leisten aus Gummi zur Sto?d?mpfung.","??? ??????????????","Lastik tamponlar ?arpma ?iddetini emer.","7/1/2013 12:00:00 AM","","Current"
"520","SE-R995","15","","","HL Road Seat/Saddle","Sill?n/asiento de carretera GA","Selle de v?lo de route HL","23.3722","True","NA","500","375","52.6400","","NA","","1","R ","31.5840","H ","","HL Road Seat/Saddle 2","System.Byte[]","Lightweight kevlar racing saddle. Leather.","Selle de course l?g?re en Kevlar. Cuir.","????????????????????","???? ???? ???? ????? ????? ?? ???? ??????. ???.","???? Kevlar ??-???? ???????. ???.","????????????????????????? ?????????? ?????????","Leichter Kevlar-Rennsattel. Leder.","????????? ??? ????","Hafif kevlar yar?? selesi. Deri.","7/1/2013 12:00:00 AM","","Current"
"521","SE-T312","15","","","LL Touring Seat/Saddle","Sill?n/asiento de paseo GB","Selle de v?lo de randonn?e LL","12.0413","True","NA","500","375","27.1200","","NA","","1","T ","16.2720","L ","","LL Touring Seat/Saddle","System.Byte[]","Comfortable, ergonomically shaped gel saddle.","Selle confortable et ergonomique profil?e avec couvre-selle en gel.","?????????????????","???? ???????? ???? ???? ?????? ?? ???? ?????.","???? ?'? ??? ??? ????? ????????.","???????????????? ???????? ?????????????????????????","Komfortabler Gelsattel mit ergonomischer Form.","?????????????????????","""Konforlu, ergonomik bi?imli jel sele.""","7/1/2013 12:00:00 AM","","Current"
"522","SE-T762","15","","","ML Touring Seat/Saddle","Sill?n/asiento de paseo GM","Selle de v?lo de randonn?e ML","17.3782","True","NA","500","375","39.1400","","NA","","1","T ","23.4840","M ","","ML Touring Seat/Saddle","System.Byte[]","New design relieves pressure for long rides.","Nouvelle conception pour ?viter la fatigue lors des longues randonn?es.","????????????????","????? ???? ?????? ????? ??? ??????? ?????? ?????.","????? ??? ????? ??? ??????? ??????.","????????????????????????????????????????????????","Neues Design bietet Komfort auch auf langen Strecken.","??? ???????????????????","Yeni tasar?m uzun s?r??lerde bas?nc? azalt?r.","7/1/2013 12:00:00 AM","","Current"
"523","SE-T924","15","","","HL Touring Seat/Saddle","Sill?n/asiento de paseo GA","Selle de v?lo de randonn?e HL","23.3722","True","NA","500","375","52.6400","","NA","","1","T ","31.5840","H ","","HL Touring Seat/Saddle","System.Byte[]","Cut-out shell for a more comfortable ride.","Cadre profil? pour am?liorer le confort.","??????????????","???? ????? ?? ?????? ?????? ???? ?? ?????? ????? ???????.","????? ????? ?????? ???? ????.","????????????????????????????????????","Ausgeschnittene Form f?r komfortableres Fahren.","???????????????? ??? ????","Daha konforlu bir s?r?? i?in ?zel sele kaplamas?.","7/1/2013 12:00:00 AM","","Current"
"524","FR-M21S-42","12","LB ","CM ","LL Mountain Frame - Silver, 42","","","144.5938","True","Silver","500","375","264.0500","42","42-46 CM","2.92","1","M ","158.4300","L ","U ","LL Mountain Frame","System.Byte[]","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Utilise la m?me technologie de cadre que celle adopt?e sur le cadre en aluminium ML.","??? ML ????????????????????","???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.","?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.","????????????????????????????????????????????????????????????????????? ML","Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.","ML ?????? ????????????????????????????","ML al?minyum kadroyla ayn? ????r a??c? kadro teknolojisini kullanan en de?erli ?r?n?m?z.","7/1/2013 12:00:00 AM","","Current"
"525","FR-M21S-44","12","LB ","CM ","LL Mountain Frame - Silver, 44","","","144.5938","True","Silver","500","375","264.0500","44","42-46 CM","2.96","1","M ","158.4300","L ","U ","LL Mountain Frame","System.Byte[]","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Utilise la m?me technologie de cadre que celle adopt?e sur le cadre en aluminium ML.","??? ML ????????????????????","???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.","?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.","????????????????????????????????????????????????????????????????????? ML","Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.","ML ?????? ????????????????????????????","ML al?minyum kadroyla ayn? ????r a??c? kadro teknolojisini kullanan en de?erli ?r?n?m?z.","7/1/2013 12:00:00 AM","","Current"
"526","FR-M21S-48","12","LB ","CM ","LL Mountain Frame - Silver, 48","","","144.5938","True","Silver","500","375","264.0500","48","48-52 CM","3","1","M ","158.4300","L ","U ","LL Mountain Frame","System.Byte[]","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Utilise la m?me technologie de cadre que celle adopt?e sur le cadre en aluminium ML.","??? ML ????????????????????","???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.","?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.","????????????????????????????????????????????????????????????????????? ML","Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.","ML ?????? ????????????????????????????","ML al?minyum kadroyla ayn? ????r a??c? kadro teknolojisini kullanan en de?erli ?r?n?m?z.","7/1/2013 12:00:00 AM","","Current"
"527","FR-M21S-52","12","LB ","CM ","LL Mountain Frame - Silver, 52","","","144.5938","True","Silver","500","375","264.0500","52","48-52 CM","3.04","1","M ","158.4300","L ","U ","LL Mountain Frame","System.Byte[]","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Utilise la m?me technologie de cadre que celle adopt?e sur le cadre en aluminium ML.","??? ML ????????????????????","???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.","?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.","????????????????????????????????????????????????????????????????????? ML","Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.","ML ?????? ????????????????????????????","ML al?minyum kadroyla ayn? ????r a??c? kadro teknolojisini kullanan en de?erli ?r?n?m?z.","7/1/2013 12:00:00 AM","","Current"
"528","TT-M928","37","","","Mountain Tire Tube","Cubierta para c?mara de monta?a","Chambre ? air de VTT","1.8663","True","NA","500","375","4.9900","","NA","","0","M ","2.9940","","","Mountain Tire Tube","System.Byte[]","Self-sealing tube.","Tube ? autovulcanisation.","?????","?????? ????? ?????.","?????? ?? ????? ?????.","????????????????????","Selbstdichtender Schlauch.","???????? ?????","Kendinden m?h?rl? boru.","7/1/2013 12:00:00 AM","","Current"
"529","TT-R982","37","","","Road Tire Tube","Cubierta para c?mara de carretera","Chambre ? air de v?lo de route","1.4923","True","NA","500","375","3.9900","","NA","","0","R ","2.3940","","","Road Tire Tube","System.Byte[]","Conventional all-purpose tube.","Tube classique tous usages.","?????????","?????? ??????? ????? ???? ???????.","?????? ???????????? ??? ????.","??????????????????????","G?ngiger Allzweckschlauch.","????????????","Klasik ?ok ama?l? boru.","7/1/2013 12:00:00 AM","","Current"
"530","TT-T092","37","","","Touring Tire Tube","Cubierta para c?mara de paseo","Chambre ? air de v?lo de randonn?e","1.8663","True","NA","500","375","4.9900","","NA","","0","T ","2.9940","","","Touring Tire Tube","System.Byte[]","General purpose tube.","Tube ? usage g?n?rique.","??????","?????? ?????? ???????.","?????? ?????? ??????.","?????????????????????????","Allzweckschlauch.","?????????","Genel ama?l? boru.","7/1/2013 12:00:00 AM","","Current"
"531","FR-M21B-42","12","LB ","CM ","LL Mountain Frame - Black, 42","","","136.7850","True","Black","500","375","249.7900","42","42-46 CM","2.92","1","M ","149.8740","L ","U ","LL Mountain Frame","System.Byte[]","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Utilise la m?me technologie de cadre que celle adopt?e sur le cadre en aluminium ML.","??? ML ????????????????????","???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.","?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.","????????????????????????????????????????????????????????????????????? ML","Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.","ML ?????? ????????????????????????????","ML al?minyum kadroyla ayn? ????r a??c? kadro teknolojisini kullanan en de?erli ?r?n?m?z.","7/1/2013 12:00:00 AM","","Current"
"532","FR-M21B-44","12","LB ","CM ","LL Mountain Frame - Black, 44","","","136.7850","True","Black","500","375","249.7900","44","42-46 CM","2.96","1","M ","149.8740","L ","U ","LL Mountain Frame","System.Byte[]","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Utilise la m?me technologie de cadre que celle adopt?e sur le cadre en aluminium ML.","??? ML ????????????????????","???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.","?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.","????????????????????????????????????????????????????????????????????? ML","Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.","ML ?????? ????????????????????????????","ML al?minyum kadroyla ayn? ????r a??c? kadro teknolojisini kullanan en de?erli ?r?n?m?z.","7/1/2013 12:00:00 AM","","Current"
"533","FR-M21B-48","12","LB ","CM ","LL Mountain Frame - Black, 48","","","136.7850","True","Black","500","375","249.7900","48","48-52 CM","3","1","M ","149.8740","L ","U ","LL Mountain Frame","System.Byte[]","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Utilise la m?me technologie de cadre que celle adopt?e sur le cadre en aluminium ML.","??? ML ????????????????????","???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.","?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.","????????????????????????????????????????????????????????????????????? ML","Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.","ML ?????? ????????????????????????????","ML al?minyum kadroyla ayn? ????r a??c? kadro teknolojisini kullanan en de?erli ?r?n?m?z.","7/1/2013 12:00:00 AM","","Current"
"534","FR-M21B-52","12","LB ","CM ","LL Mountain Frame - Black, 52","","","136.7850","True","Black","500","375","249.7900","52","48-52 CM","3.04","1","M ","149.8740","L ","U ","LL Mountain Frame","System.Byte[]","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Utilise la m?me technologie de cadre que celle adopt?e sur le cadre en aluminium ML.","??? ML ????????????????????","???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.","?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.","????????????????????????????????????????????????????????????????????? ML","Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.","ML ?????? ????????????????????????????","ML al?minyum kadroyla ayn? ????r a??c? kadro teknolojisini kullanan en de?erli ?r?n?m?z.","7/1/2013 12:00:00 AM","","Current"
"535","TI-M267","37","","","LL Mountain Tire","Cubierta de monta?a GB","Pneu de VTT LL","9.3463","True","NA","500","375","24.9900","","NA","","0","M ","14.9940","L ","","LL Mountain Tire","System.Byte[]","Comparible traction, less expensive wire bead casing.","Traction comparable aux mod?les haut de gamme, gomme de pneu moins ch?re.","???????????????????????????","??? ?? ????? ???? ????????? ???? ???? ????? ????? ????? ?????.","????? ???? ???? ????? ?????? ?????????, ????? ???? ???? ???? ????.","?????????????????????????????????? ?????????????????????????","""Vergleichbare Beschleunigung, g?nstigerer Mantel.""","???????????????? ??? ??????","""Benzer yol tutu?u, daha ucuz tel ba?lar?.""","7/1/2013 12:00:00 AM","","Current"
"536","TI-M602","37","","","ML Mountain Tire","Cubierta de monta?a GM","Pneu de VTT ML","11.2163","True","NA","500","375","29.9900","","NA","","0","M ","17.9940","M ","","ML Mountain Tire","System.Byte[]","Great traction, high-density rubber.","Grande traction, caoutchouc haute densit?.","??????????????","??? ?? ?????? ???? ???? ???????.","????? ???? ?????, ???? ??????? ?????.","?????????????????????? ?????????????????????","""Hohe Beschleunigung, Gummi mit hoher Dichte.""","?????????????????","""?ok iyi yol tutu?u, y?ksek yo?unluklu lastik.""","7/1/2013 12:00:00 AM","","Current"
"537","TI-M823","37","","","HL Mountain Tire","Cubierta de monta?a GA","Pneu de VTT HL","13.0900","True","NA","500","375","35.0000","","NA","","0","M ","21.0000","H ","","HL Mountain Tire","System.Byte[]","Incredible traction, lightweight carbon reinforced.","Traction exceptionnelle?; carbone l?ger renforc?.","?????????????????","??? ?? ?????? ????? ???? ???? ?????.","????? ???? ??? ????; ????? ??-???? ?????.","????????????????? ??????????????????????","""Unvergleichliche Beschleunigung, leicht und carbonverst?rkt.""","???????????????????????","""?nan?lmaz yol tutu?u, g??lendirilmi? hafif karbon.""","7/1/2013 12:00:00 AM","","Current"
"538","TI-R092","37","","","LL Road Tire","Cubierta de carretera GB","Pneu de v?lo de route LL","8.0373","True","NA","500","375","21.4900","","NA","","0","R ","12.8940","L ","","LL Road Tire","System.Byte[]","Same great treads as more expensive tire with a less expensive wire bead casing.","M?me dessin que les pneus plus chers, mais dot? d'une gomme moins ch?re.","??????????????????????????????","????? ??????? ?????? ???? ???? ???? ???????? ???????? ?????? ?????? ????? ???? ????? ???? ????? ????? ??? ?????.","????? ???? ???? ???? ??????? ??????? ????? ????, ???? ?? ????? ???? ???? ???? ????.","??????????????????????????????????? ????????????????????????????","Dasselbe Profil wie ein teurerer Reifen mit kosteng?nstigerem Mantel.","??????? ??? ??????????? ???????????????????","""Daha pahal? tekerleklerle ayn? lastik s?rt?, daha ucuz tel ba?lar?.""","7/1/2013 12:00:00 AM","","Current"
"539","TI-R628","37","","","ML Road Tire","Cubierta de carretera GM","Pneu de v?lo de route ML","9.3463","True","NA","500","375","24.9900","","NA","","0","R ","14.9940","M ","","ML Road Tire","System.Byte[]","Higher density rubber.","Caoutchouc plus dense que sur les autres mod?les.","?????????????","???? ???? ????? ?? ???????? ??????.","???? ??????? ????? ???? ???? ????? ?????.","?????????????????????????????????","Gummi mit hoher Dichte.","????????","Daha y?ksek yo?unluklu lastik.","7/1/2013 12:00:00 AM","","Current"
"540","TI-R982","37","","","HL Road Tire","Cubierta de carretera GA","Pneu de v?lo de route HL","12.1924","True","NA","500","375","32.6000","","NA","","0","R ","19.5600","H ","","HL Road Tire","System.Byte[]","Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.","Carbone l?ger renforc? pour un confort de conduite in?gal?, sans ajout de poids.","??????????????????????????","????? ???? ???? ????? ?????? ?????? ?????? ?? ???? ????? ??????.","??-???? ????? ????? ?????? ???? ???? ?????? ??? ?????.","?????????????????????? ??????????????????????????? ?????????????????????????????","Leicht und carbonverst?rkt f?r ein unvergessliches Fahrerlebnis.","????????????????????????????????????","A??rl?ktan taviz vermeden benzersiz bir s?r?? i?in g??lendirilmi? hafif karbon.","7/1/2013 12:00:00 AM","","Current"
"541","TI-T723","37","","","Touring Tire","Cubierta de paseo","Pneu de v?lo de randonn?e","10.8423","True","NA","500","375","28.9900","","NA","","0","T ","17.3940","","","Touring Tire","System.Byte[]","High-density rubber.","Caoutchouc haute densit?.","??????","???? ???? ???????.","???? ??????? ?????.","?????????????????","Gummi mit hoher Dichte.","???????","Y?ksek yo?unluklu lastik.","7/1/2013 12:00:00 AM","","Current"
"542","PD-M282","13","G  ","","LL Mountain Pedal","Pedal de monta?a GB","P?dale de VTT LL","17.9776","True","Silver/Black","500","375","40.4900","","NA","218","1","M ","24.2940","L ","","LL Mountain Pedal","System.Byte[]","Expanded platform so you can ride in any shoes; great for all-around riding.","Plate-forme allong?e permettant de rouler avec tous types de chaussures?; id?al pour la randonn?e.","????????????????????????","???? ????? ???? ???? ????? ??????? ??? ????? ???? ??? ???? ??????? ?????? ???????.","???? ?????? ????? ?????? ?????? ??? ???? ??????; ????? ?????? ??? ????.","?????????????? ????????????????????????????????????? ???????????????????????????????","Gr??ere Fl?che f?r Komfort in allen Schuhen.","??????????????????????????? ????????????","""Geni? pedal? sayesinde her t?r ayakkab?yla s?rebilirsiniz, g?nl?k kullan?m i?in ?ok uygundur.""","7/1/2013 12:00:00 AM","","Current"
"543","PD-M340","13","G  ","","ML Mountain Pedal","Pedal de monta?a GM","P?dale de VTT ML","27.5680","True","Silver/Black","500","375","62.0900","","NA","215","1","M ","37.2540","M ","","ML Mountain Pedal","System.Byte[]","Lightweight, durable, clipless pedal with adjustable tension.","P?dales automatiques l?g?res et robustes avec tension r?glable.","????????????????","????? ????? ????? ????? ??????? ??? ????? ???? ??? ??? ???? ???????.","????? ????? ????? ????? ?? ???? ???????.","???????????????? ????? ????????? ???????????????????????","Leichte Pedale ohne Pedalhaken mit anpassbarer Spannung.","??????????????????????????? ????","""Hafif, dayan?kl? klipssiz pedal, gerginli?i ayarlanabilir.""","7/1/2013 12:00:00 AM","","Current"
"544","PD-M562","13","G  ","","HL Mountain Pedal","Pedal de monta?a GA","P?dale de VTT HL","35.9596","True","Silver/Black","500","375","80.9900","","NA","185","1","M ","48.5940","H ","","HL Mountain Pedal","System.Byte[]","Stainless steel; designed to shed mud easily.","Acier inoxydable?; facile ? nettoyer.","???????????","?????? ?? ??????? ???? ?? ????? ????? ?? ?????? ?????? ????? ??????.","???? ??-???; ????? ????? ??? ?????.","??????????? ????????????????????????????????????","Edelstahl; schmutzabweisendes Design.","?????????????????????????","""Paslanmaz ?elik, ?amuru ?zerinden kolayca atacak ?ekilde tasarland?.""","7/1/2013 12:00:00 AM","","Current"
"545","PD-R347","13","G  ","","LL Road Pedal","Pedal de carretera GB","P?dale de v?lo de route LL","17.9776","True","Silver/Black","500","375","40.4900","","NA","189","1","R ","24.2940","L ","","LL Road Pedal","System.Byte[]","Clipless pedals - aluminum.","P?dales automatiques?- aluminium.","?????? ? ???","??????? ??? ????? ???????? ?? ??????????.","?????? ??? ????? ? ?????????.","??????????????? - ??????????","Pedale ohne Pedalhaken - Aluminium.","?????? ??? (??????)?","Klipssiz pedallar - al?minyum.","7/1/2013 12:00:00 AM","","Current"
"546","PD-R563","13","G  ","","ML Road Pedal","Pedal de carretera GM","P?dale de v?lo de route ML","27.5680","True","Silver/Black","500","375","62.0900","","NA","168","1","R ","37.2540","M ","","ML Road Pedal","System.Byte[]","Lightweight aluminum alloy construction.","Fabrication en alliage d'aluminium l?ger.","????????","?????? ????? ???????? ????? ?????.","???? ?????? ????????? ?? ????.","?????????????????????????????????????","Leichte Aluminiumlegierung.","?????????????","Hafif al?minyum ala??m? konstr?ksiyon.","7/1/2013 12:00:00 AM","","Current"
"547","PD-R853","13","G  ","","HL Road Pedal","Pedal de carretera GA","P?dale de v?lo de route HL","35.9596","True","Silver/Black","500","375","80.9900","","NA","149","1","R ","48.5940","H ","","HL Road Pedal","System.Byte[]","Top-of-the-line clipless pedals with adjustable tension.","P?dales automatiques haut de gamme avec tension r?glable.","??????????????","??????? ?? ???? ???????? ???? ??? ???? ???????.","?????? ?????? ????? ?????? ??????? ?? ???? ???????.","????????????????? ????????? ??????????????","Top-Pedale ohne Pedalhaken mit anpassbarer Spannung.","???????????????????? ????","Gerginli?i ayarlanabilen gerginlikli en ?st s?n?f klipssiz pedallar.","7/1/2013 12:00:00 AM","","Current"
"548","PD-T852","13","","","Touring Pedal","Pedal de paseo","P?dale de v?lo de randonn?e","35.9596","True","Silver/Black","500","375","80.9900","","NA","","1","T ","48.5940","","","Touring Pedal","System.Byte[]","A stable pedal for all-day riding.","P?dale stable pour longs trajets.","?????????????","????? ????? ???????? ??????? ???? ?????.","????? ????? ??????? ?????? ????? ?? ????.","??????????????? ???????????????????????","Ein stabiles Tretwerk f?r Fahrvergn?gen den ganzen Tag.","????????????????????","T?m g?n s?r?? i?in sa?lam pedal.","7/1/2013 12:00:00 AM","","Current"
"549","FR-M63S-38","12","LB ","CM ","ML Mountain Frame-W - Silver, 38","","","199.3757","True","Silver","500","375","364.0900","38","38-40 CM","2.73","2","M ","218.4540","M ","W ","ML Mountain Frame-W","System.Byte[]","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","Le cadre ML est un cadre en aluminium trait? ? chaud fabriqu? avec le m?me niveau de d?tail et de qualit? que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.","ML ???????????????????????? HL ?????????????????????","?? ???? ML ?? ???? ????? ?? ?????????? ?????? ??????? ????? ???? ?????? ????? ???? HL ????? ???. ??? ???? ????? ??????. ?????? ???????.","????? ?- ML ??? ????? ????????? ????? ???? ??????? ????? ????? ?????? ??? ?????? HL ????. ??? ????? ??????? ??????. ????? ??????.","???? ML ?????????????????????????????? ??????????????????????????????????? HL  ??????????????????????????  ????????????????????????","Der ML-Rahmen ist ein hitzebehandelter Aluminiumrahmen mit dem gleichen Zubeh?r und der gleichen Qualit?t wie unser HL-Rahmen. Er bietet h?chste Leistung. Version f?r Herren.","ML ??????HL ??????????????????????????? ?????????????????????????","HL kadroyla ayn? detaylara ve kaliteye sahip olan ML kadro tavlanm?? al?minyumdur. ?st?n performans sunar. Erkek modeli.","7/1/2013 12:00:00 AM","","Current"
